No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
810,Kursus ini melampaui harapan saya karena membuat proses belajar menjadi menyenangkan.,4,0,0,0,0,1,0,0,0,1,Kursus ini melampaui harapan saya karena membuat proses belajar menjadi menyenangkan.,[],0
811,Saya merasa senang mempelajari NLP karena penjelasannya menarik.,1,0,0,0,0,1,0,0,0,1,Saya merasa senang mempelajari NLP karena penjelasannya menarik.,[],0
812,Kursus ini membuat pembelajaran NLP menjadi sangat menyenangkan.,4,0,0,0,0,1,0,1,0,1,Kursus ini membuat pembelajaran NLP menjadi sangat menyenangkan.,[],0
813,Saya mengalami kejutan positif karena pelajaran yang diberikan melebihi ekspektasi.,4,0,0,0,0,1,0,1,0,1,Saya mengalami kejutan positif karena pelajaran yang diberikan melebihi ekspektasi.,[],0
814,Mempelajari NLP melalui kursus ini terasa menyenangkan.,4,0,0,0,0,1,0,0,0,1,Mempelajari NLP melalui kursus ini terasa menyenangkan.,[],0
815,Saya sangat terkejut dengan betapa jelasnya penjelasan-penjelasan tersebut.,1,0,0,0,0,1,0,1,0,1,Saya sangat terkejut dengan betapa jelasnya penjelasan-penjelasan tersebut.,[],0
816,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan memotivasi.,4,0,0,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan memotivasi.,[],0
817,Saya merasa senang dan terkesan dengan cara mengajar instruktur tersebut.,1,0,0,0,0,1,0,0,0,1,Saya merasa senang dan terkesan dengan cara mengajar instruktur tersebut.,[],0
818,Mempelajari NLP menjadi pengalaman yang menyenangkan melalui kursus ini.,4,0,0,0,0,1,0,0,0,1,Mempelajari NLP menjadi pengalaman yang menyenangkan melalui kursus ini.,[],0
819,Saya menikmati pelajaran-pelajaran tersebut dan terkejut dengan kejelasannya.,2,0,0,0,0,1,0,1,0,1,Saya menikmati pelajaran-pelajaran tersebut dan terkejut dengan kejelasannya.,[],0
820,Kursus ini melampaui harapan saya dalam membuat pembelajaran menjadi menyenangkan.,4,0,0,0,0,1,0,0,0,1,Kursus ini melampaui harapan saya dalam membuat pembelajaran menjadi menyenangkan.,[],0
821,Saya merasa gembira dan antusias saat mempelajari NLP di kursus ini.,4,0,0,0,0,1,0,0,0,1,Saya merasa gembira dan antusias saat mempelajari NLP di kursus ini.,[],0
822,Kursus ini membuat pembelajaran NLP menjadi sangat mudah.,4,0,0,0,0,1,0,1,0,1,Kursus ini membuat pembelajaran NLP menjadi sangat mudah.,[],0
823,Saya merasa senang karena pelajaran-pelajaran tersebut terstruktur dengan baik.,2,0,0,0,0,1,0,0,0,1,Saya merasa senang karena pelajaran-pelajaran tersebut terstruktur dengan baik.,[],0
824,Proses belajar NLP terasa menyenangkan dan menarik dari awal hingga akhir.,4,0,0,0,0,1,0,0,0,1,Proses belajar NLP terasa menyenangkan dan menarik dari awal hingga akhir.,[],0
825,Saya sangat terkejut dengan kualitas pengajarannya.,2,0,0,0,0,1,0,1,0,1,Saya sangat terkejut dengan kualitas pengajarannya.,[],0
826,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan mudah diakses.,4,0,0,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan mudah diakses.,[],0
827,Saya merasa senang dan terkesan dengan cara konsep-konsep tersebut dijelaskan.,1,0,0,0,0,1,0,0,0,1,Saya merasa senang dan terkesan dengan cara konsep-konsep tersebut dijelaskan.,[],0
828,Mempelajari NLP menjadi pengalaman yang menyenangkan dan bermanfaat.,4,0,1,0,0,1,0,0,0,1,Mempelajari NLP menjadi pengalaman yang menyenangkan dan bermanfaat.,[],0
829,Saya menikmati kursus ini dan terkejut dengan kemajuan yang saya capai.,4,0,1,0,0,1,0,1,0,1,Saya menikmati kursus ini dan terkejut dengan kemajuan yang saya capai.,[],0
830,Kursus ini melampaui harapan saya karena membuat proses belajar menjadi menyenangkan.,4,0,1,0,0,1,0,0,0,1,Kursus ini melampaui harapan saya karena membuat proses belajar menjadi menyenangkan.,[],0
831,Saya merasa senang mempelajari NLP karena penjelasannya jelas.,1,0,1,0,0,1,0,0,0,1,Saya merasa senang mempelajari NLP karena penjelasannya jelas.,[],0
832,Kursus ini membuat pembelajaran NLP menjadi sangat menarik.,4,0,1,0,0,1,0,1,0,1,Kursus ini membuat pembelajaran NLP menjadi sangat menarik.,[],0
833,Saya mengalami kejutan positif di setiap pelajaran.,4,0,1,0,0,1,0,1,0,1,Saya mengalami kejutan positif di setiap pelajaran.,[],0
834,Mempelajari NLP melalui kursus ini terasa menyenangkan.,4,0,1,0,0,1,0,0,0,1,Mempelajari NLP melalui kursus ini terasa menyenangkan.,[],0
835,Saya terkejut sekaligus senang karena materi tersebut mudah dipahami.,2,0,1,0,0,1,0,1,0,1,Saya terkejut sekaligus senang karena materi tersebut mudah dipahami.,[],0
836,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan bermanfaat.,4,0,1,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan bermanfaat.,[],0
837,Belajar NLP menjadi pengalaman yang menyenangkan di sini.,4,0,0,0,0,1,0,0,0,1,Belajar NLP menjadi pengalaman yang menyenangkan di sini.,[],0
838,Saya menikmati pelajaran-pelajaran tersebut dan terkejut dengan pemahaman saya.,4,0,1,0,0,1,0,1,0,1,Saya menikmati pelajaran-pelajaran tersebut dan terkejut dengan pemahaman saya.,[],0
839,Kursus ini melampaui harapan saya karena membuat proses belajar menjadi menyenangkan.,4,0,1,0,0,1,0,0,0,1,Kursus ini melampaui harapan saya karena membuat proses belajar menjadi menyenangkan.,[],0
840,Saya merasa senang belajar NLP karena pelajarannya menarik.,1,0,1,0,0,1,0,0,0,1,Saya merasa senang belajar NLP karena pelajarannya menarik.,[],0
841,Kursus ini membuat pembelajaran NLP menjadi sangat mudah.,4,0,1,0,0,1,0,1,0,1,Kursus ini membuat pembelajaran NLP menjadi sangat mudah.,[],0
842,Saya mengalami kejutan positif dengan setiap topik.,4,0,1,0,0,1,0,1,0,1,Saya mengalami kejutan positif dengan setiap topik.,[],0
843,Mempelajari NLP melalui kursus ini terasa menyenangkan.,4,0,1,0,0,1,0,0,0,1,Mempelajari NLP melalui kursus ini terasa menyenangkan.,[],0
844,Saya terkejut sekaligus senang karena materi tersebut mudah dipahami.,2,0,1,0,0,1,0,1,0,1,Saya terkejut sekaligus senang karena materi tersebut mudah dipahami.,[],0
845,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan memotivasi.,4,0,1,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan memotivasi.,[],0
846,Saya merasa senang dan terkesan dengan gaya mengajar instruktur tersebut.,1,0,1,0,0,1,0,0,0,1,Saya merasa senang dan terkesan dengan gaya mengajar instruktur tersebut.,[],0
847,Mempelajari NLP menjadi sebuah perjalanan yang menyenangkan.,4,0,0,0,0,1,0,0,0,1,Mempelajari NLP menjadi sebuah perjalanan yang menyenangkan.,[],0
848,Saya menikmati pelajaran-pelajaran tersebut dan terkejut dengan alur pembelajarannya.,4,0,1,0,0,1,0,1,0,1,Saya menikmati pelajaran-pelajaran tersebut dan terkejut dengan alur pembelajarannya.,[],0
849,Kursus ini melampaui harapan saya dalam membuat pembelajaran menjadi menyenangkan.,4,0,1,0,0,1,0,0,0,1,Kursus ini melampaui harapan saya dalam membuat pembelajaran menjadi menyenangkan.,[],0
850,Saya merasa gembira dan antusias saat mempelajari NLP.,4,0,0,0,0,1,0,0,0,1,Saya merasa gembira dan antusias saat mempelajari NLP.,[],0
851,Kursus ini membuat pembelajaran NLP menjadi sangat menyenangkan.,4,0,0,0,0,1,0,1,0,1,Kursus ini membuat pembelajaran NLP menjadi sangat menyenangkan.,[],0
852,Saya merasakan kebahagiaan karena pelajaran yang diberikan melebihi ekspektasi.,4,0,0,0,0,1,0,0,0,1,Saya merasakan kebahagiaan karena pelajaran yang diberikan melebihi ekspektasi.,[],0
853,Mempelajari NLP terasa menyenangkan dan menarik.,4,0,0,0,0,1,0,0,0,1,Mempelajari NLP terasa menyenangkan dan menarik.,[],0
854,Saya sangat terkejut dengan kualitas penjelasannya.,2,0,0,0,0,1,0,1,0,1,Saya sangat terkejut dengan kualitas penjelasannya.,[],0
855,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan mudah diakses.,4,0,0,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan mudah diakses.,[],0
856,Saya merasa senang dan terkesan dengan cara konsep-konsep tersebut dipresentasikan.,1,0,0,0,0,1,0,0,0,1,Saya merasa senang dan terkesan dengan cara konsep-konsep tersebut dipresentasikan.,[],0
857,Saya mendapat kejutan positif dengan struktur pelajaran tersebut.,4,0,0,0,0,1,0,1,0,1,Saya mendapat kejutan positif dengan struktur pelajaran tersebut.,[],0
858,Mempelajari NLP melalui kursus ini terasa menyenangkan.,4,0,0,0,0,1,0,0,0,1,Mempelajari NLP melalui kursus ini terasa menyenangkan.,[],0
859,Saya sangat terkejut dengan betapa lancarnya pengalaman belajar tersebut.,2,0,0,0,0,1,0,1,0,1,Saya sangat terkejut dengan betapa lancarnya pengalaman belajar tersebut.,[],0
860,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan memotivasi.,4,0,0,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dan memotivasi.,[],0
861,Saya merasa senang dan terkesan dengan kejelasan penjelasan instruktur.,1,0,0,0,0,1,0,0,0,1,Saya merasa senang dan terkesan dengan kejelasan penjelasan instruktur.,[],0
862,Saya sangat puas dengan kursus ini dan merasa bersemangat untuk mengembangkan pengetahuan yang telah saya peroleh.,4,0,0,0,0,1,0,0,0,1,Saya sangat puas dengan kursus ini dan merasa bersemangat untuk mengembangkan pengetahuan yang telah saya peroleh.,[],0
863,Pelajaran-pelajaran tersebut menyenangkan dan membangkitkan antusiasme untuk eksplorasi NLP yang lebih dalam.,4,0,0,0,0,1,0,0,0,1,Pelajaran-pelajaran tersebut menyenangkan dan membangkitkan antusiasme untuk eksplorasi NLP yang lebih dalam.,[],0
864,Saya merasa senang mempelajari NLP dan termotivasi untuk terus memperluas pemahaman saya.,4,0,1,0,0,1,0,0,0,1,Saya merasa senang mempelajari NLP dan termotivasi untuk terus memperluas pemahaman saya.,[],0
865,Kursus ini membuat saya merasa puas dan bersemangat untuk mempelajari konsep NLP yang lebih lanjut.,4,0,1,0,0,1,0,0,0,1,Kursus ini membuat saya merasa puas dan bersemangat untuk mempelajari konsep NLP yang lebih lanjut.,[],0
866,Perjalanan pembelajaran tersebut menyenangkan dan membangkitkan antusiasme untuk studi lebih lanjut.,4,0,0,0,0,1,0,0,0,1,Perjalanan pembelajaran tersebut menyenangkan dan membangkitkan antusiasme untuk studi lebih lanjut.,[],0
867,Saya menikmati kursus ini dan merasa antusias untuk melanjutkan perjalanan pembelajaran NLP saya.,4,0,1,0,0,1,0,0,0,1,Saya menikmati kursus ini dan merasa antusias untuk melanjutkan perjalanan pembelajaran NLP saya.,[],0
868,Kursus ini membuat pembelajaran NLP menjadi menyenangkan sekaligus menumbuhkan antusiasme untuk pembelajaran di masa mendatang.,4,0,1,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan sekaligus menumbuhkan antusiasme untuk pembelajaran di masa mendatang.,[],0
869,Saya merasa senang sepanjang pelajaran dan bersemangat untuk menerapkan konsep-konsep ini dalam proyek-proyek mendatang.,4,0,1,0,0,1,0,0,0,1,Saya merasa senang sepanjang pelajaran dan bersemangat untuk menerapkan konsep-konsep ini dalam proyek-proyek mendatang.,[],0
870,Konten tersebut membuat saya merasa puas dengan pembelajaran saya dan bersemangat untuk mempelajari hal-hal selanjutnya.,2,0,1,0,0,1,0,0,0,1,Konten tersebut membuat saya merasa puas dengan pembelajaran saya dan bersemangat untuk mempelajari hal-hal selanjutnya.,[],0
871,Saya menikmati penjelasan yang jelas dan merasa termotivasi untuk terus meningkatkan keterampilan NLP saya.,1,0,1,0,0,1,0,0,0,1,Saya menikmati penjelasan yang jelas dan merasa termotivasi untuk terus meningkatkan keterampilan NLP saya.,[],0
872,Kursus ini menghadirkan kegembiraan dalam belajar dan antisipasi terhadap tantangan masa depan di bidang NLP.,4,0,1,0,0,1,0,0,0,1,Kursus ini menghadirkan kegembiraan dalam belajar dan antisipasi terhadap tantangan masa depan di bidang NLP.,[],0
873,Saya merasa puas dengan perkembangan kursus dan bersemangat untuk terus belajar.,4,0,1,0,0,1,0,0,0,1,Saya merasa puas dengan perkembangan kursus dan bersemangat untuk terus belajar.,[],0
874,Pengalaman platform yang tidak stabil membuat saya merasa putus asa untuk melanjutkan dengan lancar.,0,0,0,0,0,0,1,0,0,0,Pengalaman platform yang tidak stabil membuat saya merasa putus asa untuk melanjutkan dengan lancar.,[],0
875,Saya merasa kecewa 💔 karena seringnya masalah pemutaran yang mengganggu sesi belajar saya.,0,0,0,0,0,0,1,0,0,0,Saya merasa kecewa  karena seringnya masalah pemutaran yang mengganggu sesi belajar saya.,['💔'],1
876,Masalah teknis yang berulang membuat pengalaman secara keseluruhan melelahkan secara emosional.,0,0,0,0,0,0,1,0,0,0,Masalah teknis yang berulang membuat pengalaman secara keseluruhan melelahkan secara emosional.,[],0
877,Saya merasa khawatir bahwa masalah platform yang terus berlanjut mungkin akan menghalangi saya untuk menyelesaikan kursus dengan baik.,0,0,0,0,1,0,0,0,0,0,Saya merasa khawatir bahwa masalah platform yang terus berlanjut mungkin akan menghalangi saya untuk menyelesaikan kursus dengan baik.,[],0
878,Seringnya terjadi gangguan membuat saya cemas 😰 karena takut kehilangan kemajuan selama pelajaran penting dan mengganggu konsentrasi saya.,0,0,0,0,1,0,0,0,0,0,Seringnya terjadi gangguan membuat saya cemas  karena takut kehilangan kemajuan selama pelajaran penting dan mengganggu konsentrasi saya.,['😰'],1
879,Saya merasa tidak nyaman 😟 tentang apakah platform tersebut dapat mendukung konten kursus dengan andal.,0,0,0,0,1,0,0,0,0,0,Saya merasa tidak nyaman  tentang apakah platform tersebut dapat mendukung konten kursus dengan andal.,['😟'],1
880,Ketidakstabilan teknis membuat saya ragu apakah proses dapat berjalan lancar.,0,0,0,0,0,0,0,0,0,0,Ketidakstabilan teknis membuat saya ragu apakah proses dapat berjalan lancar.,[],0
881,"Saya merasa kesal dan tidak nyaman karena platformnya sering macet saat perkuliahan berlangsung 😣, sehingga pengalaman belajar menjadi tidak menyenangkan.",0,1,0,0,0,0,0,0,0,0,"Saya merasa kesal dan tidak nyaman karena platformnya sering macet saat perkuliahan berlangsung , sehingga pengalaman belajar menjadi tidak menyenangkan.",['😣'],1
882,Gangguan teknis yang berulang membuat pengalaman terasa berantakan dan tidak menyenangkan 😤.,0,1,0,0,0,0,0,0,0,0,Gangguan teknis yang berulang membuat pengalaman terasa berantakan dan tidak menyenangkan .,['😤'],1
883,Saya cukup kecewa dengan kualitas video yang buruk selama beberapa pelajaran.,0,0,0,0,0,0,1,0,0,0,Saya cukup kecewa dengan kualitas video yang buruk selama beberapa pelajaran.,[],0
884,Proses buffering yang terus-menerus sangat mengganggu dan mengurangi kenikmatan saya dalam mengikuti kursus tersebut.,0,1,0,0,0,0,0,0,0,0,Proses buffering yang terus-menerus sangat mengganggu dan mengurangi kenikmatan saya dalam mengikuti kursus tersebut.,[],0
885,Kurangnya stabilitas teknis membuat saya kehilangan kesabaran 😠 selama kursus berlangsung.,0,0,0,0,0,0,1,0,0,0,Kurangnya stabilitas teknis membuat saya kehilangan kesabaran  selama kursus berlangsung.,['😠'],1
886,"Saya merasa frustrasi dan khawatir karena buffering yang sering terjadi mengganggu alur pembelajaran saya, meskipun saya sangat ingin melanjutkan kursus tersebut.",0,1,0,0,1,0,0,0,0,0,"Saya merasa frustrasi dan khawatir karena buffering yang sering terjadi mengganggu alur pembelajaran saya, meskipun saya sangat ingin melanjutkan kursus tersebut.",[],0
887,"Masalah teknis tersebut membuat saya merasa kecewa dan cemas, terutama karena saya berharap dapat menyelesaikan pelajaran dengan lancar.",0,0,0,0,0,0,1,0,0,0,"Masalah teknis tersebut membuat saya merasa kecewa dan cemas, terutama karena saya berharap dapat menyelesaikan pelajaran dengan lancar.",[],0
888,Saya merasa jengkel dan khawatir karena video sering mengalami gangguan (crash) 🔄 yang mengganggu motivasi saya untuk belajar.,0,1,0,0,1,0,0,0,0,0,Saya merasa jengkel dan khawatir karena video sering mengalami gangguan (crash)  yang mengganggu motivasi saya untuk belajar.,['🔄'],1
889,"Platform yang tidak stabil itu membuatku merasa tidak nyaman dan frustrasi 😰, meskipun aku berharap bisa melangkah lebih jauh.",0,1,0,0,1,0,0,0,0,0,"Platform yang tidak stabil itu membuatku merasa tidak nyaman dan frustrasi , meskipun aku berharap bisa melangkah lebih jauh.",['😰'],1
890,Masalah pada platform tersebut menyebabkan kejengkelan dan ketidaknyamanan emosional.,0,1,0,0,1,0,0,0,0,0,Masalah pada platform tersebut menyebabkan kejengkelan dan ketidaknyamanan emosional.,[],0
891,Saya merasa tidak nyaman dan kesal 😠 ketika kesalahan teknis mengganggu proses pembelajaran secara tiba-tiba.,0,1,0,0,1,0,0,0,0,0,Saya merasa tidak nyaman dan kesal  ketika kesalahan teknis mengganggu proses pembelajaran secara tiba-tiba.,['😠'],1
892,Masalah yang berulang membuat saya frustrasi meskipun saya ingin melanjutkan.,0,1,0,0,0,0,0,0,0,0,Masalah yang berulang membuat saya frustrasi meskipun saya ingin melanjutkan.,[],0
893,Saya mengalami kekecewaan dan kekhawatiran karena pemutaran yang tidak stabil.,0,0,0,0,1,0,1,0,0,0,Saya mengalami kekecewaan dan kekhawatiran karena pemutaran yang tidak stabil.,[],0
894,Masalah teknis tersebut menyebabkan kejengkelan dan mengurangi motivasi.,0,1,0,0,0,0,1,0,0,0,Masalah teknis tersebut menyebabkan kejengkelan dan mengurangi motivasi.,[],0
895,Saya merasa frustrasi dan gelisah selama kegagalan sistem yang berulang.,0,1,0,0,1,0,0,0,0,0,Saya merasa frustrasi dan gelisah selama kegagalan sistem yang berulang.,[],0
896,Gangguan tersebut menimbulkan kejengkelan dan kekhawatiran tentang keberlanjutan pembelajaran.,0,1,0,0,0,0,0,0,0,0,Gangguan tersebut menimbulkan kejengkelan dan kekhawatiran tentang keberlanjutan pembelajaran.,[],0
897,Saya merasakan campuran rasa jengkel dan antisipasi untuk melanjutkan pembelajaran dengan lancar.,0,1,1,0,1,0,0,0,0,0,Saya merasakan campuran rasa jengkel dan antisipasi untuk melanjutkan pembelajaran dengan lancar.,[],0
898,Masalah pada platform tersebut membuatku merasa cemas dan frustrasi 😰 saat mencoba tetap fokus..,0,1,0,0,1,0,0,0,0,0,Masalah pada platform tersebut membuatku merasa cemas dan frustrasi  saat mencoba tetap fokus..,['😰'],1
899,Saya merasa kecewa dan kesal ketika pelajaran terganggu.,0,1,0,0,0,0,1,0,0,0,Saya merasa kecewa dan kesal ketika pelajaran terganggu.,[],0
900,Ketidakstabilan teknis tersebut menimbulkan kekhawatiran dan kejengkelan.,0,1,0,0,0,0,0,0,0,0,Ketidakstabilan teknis tersebut menimbulkan kekhawatiran dan kejengkelan.,[],0
901,Saya mengalami frustrasi dan ketidaknyamanan emosional akibat kesalahan tersebut.,0,1,0,0,0,0,0,0,0,0,Saya mengalami frustrasi dan ketidaknyamanan emosional akibat kesalahan tersebut.,[],0
902,Masalah yang berulang itu membuat saya merasa tidak nyaman dan kesal.,0,1,0,0,1,0,0,0,0,0,Masalah yang berulang itu membuat saya merasa tidak nyaman dan kesal.,[],0
903,Saya merasa cemas dan jengkel karena buffering yang berulang.,0,1,0,0,1,0,0,0,0,0,Saya merasa cemas dan jengkel karena buffering yang berulang.,[],0
904,Masalah pada platform tersebut menyebabkan kekecewaan dan frustrasi.,0,1,0,0,0,0,1,0,0,0,Masalah pada platform tersebut menyebabkan kekecewaan dan frustrasi.,[],0
